House_ID,Region,Region_Factor,Area,Frontage,Road_Width,dist-center,Floors,Bedrooms,Bathrooms,yr-built,Price
VN_0620,Small_Province,0.25,101.2,4.1,5.3,33.2,1,3,3,1992,0.7
VN_0621,HCMC,8.5,34.0,6.2,4.0,2.4,1,1,1,1997,10.42
VN_0622,HCMC,8.5,85.5,5.0,6.0,32.2,3,1,1,2019,5.44
VN_0623,Big_Province,1.0,44.6,5.8,3.3,21.7,1,3,1,1990,0.8
VN_0624,Big_Province,1.0,238.9,3.0,4.2,28.4,4,6,4,2021,2.3
VN_0625,Big_Province,1.0,139.5,6.4,6.1,14.1,4,5,5,2008,4.11
VN_0626,Big_Province,1.0,93.2,3.9,2.0,17.0,1,4,4,1983,1.3
VN_0627,Big_Province,1.0,166.4,8.9,7.2,30.5,3,4,2,2004,3.16
VN_0628,Small_Province,0.25,57.9,5.8,4.3,15.1,1,2,1,2015,0.84
VN_0629,Hanoi,8.0,116.1,5.8,5.3,19.2,4,2,2,2015,7.62
VN_0630,HCMC,8.5,97.7,6.0,4.2,1.7,4,2,2,2023,28.95
VN_0631,Small_Province,0.25,100.9,3.4,2.1,6.4,3,4,3,2019,1.65
VN_0632,Small_Province,0.25,167.1,8.9,8.7,22.8,4,3,1,2007,2.37
VN_0633,Big_Province,1.0,127.6,9.1,6.7,25.4,2,3,2,2024,2.9
VN_0634,Big_Province,1.0,102.2,5.9,5.7,20.8,4,1,1,1987,2.58
VN_0635,Hanoi,8.0,38.7,7.3,5.2,5.9,2,1,1,2000,9.94
VN_0636,Big_Province,1.0,54.7,3.6,5.2,16.1,2,1,1,2014,1.5
VN_0637,Big_Province,1.0,83.2,3.5,2.0,13.1,2,4,3,2023,1.37
VN_0638,HCMC,8.5,92.7,5.2,3.0,17.9,2,3,1,1997,5.49
VN_0639,HCMC,8.5,50.3,5.4,6.3,30.6,3,2,2,2004,3.21
VN_0640,Big_Province,1.0,295.3,6.8,4.4,27.4,5,4,1,2025,3.98
VN_0641,Hanoi,8.0,188.8,7.2,7.8,3.9,5,4,2,2020,44.54
VN_0642,Big_Province,1.0,119.5,6.0,5.8,31.3,3,2,1,1984,2.35
VN_0643,HCMC,8.5,91.7,3.3,2.2,17.0,2,3,3,1987,4.06
VN_0644,Big_Province,1.0,79.5,5.9,2.0,26.3,2,5,2,2002,0.84
VN_0645,Hanoi,8.0,54.9,6.2,4.6,5.8,2,1,1,1982,10.76
VN_0646,Small_Province,0.25,91.9,5.4,4.2,23.8,2,3,2,2023,0.96
VN_0647,Big_Province,1.0,100.6,7.3,7.2,9.0,2,5,3,2016,5.22
VN_0648,Big_Province,1.0,47.5,3.0,4.6,15.9,3,1,1,2010,1.23
VN_0649,Small_Province,0.25,104.5,6.1,3.5,1.6,2,3,2,2008,4.76
VN_0650,Big_Province,1.0,81.8,3.0,3.5,6.2,2,3,1,2020,3.66
VN_0651,Hanoi,8.0,34.1,3.0,3.4,4.1,2,1,1,1999,6.24
VN_0652,Big_Province,1.0,57.5,3.5,4.3,9.2,1,2,1,1982,2.23
VN_0653,Big_Province,1.0,71.9,3.2,3.1,4.4,3,1,1,2002,4.37
VN_0654,Small_Province,0.25,227.3,5.7,2.0,24.5,3,7,5,2019,1.12
VN_0655,Big_Province,1.0,116.8,5.0,3.5,2.0,3,2,2,2000,9.16
VN_0656,HCMC,8.5,45.4,6.0,2.8,22.0,2,1,1,1992,2.3
VN_0657,Big_Province,1.0,112.8,4.7,3.3,5.8,3,4,1,1987,5.57
VN_0658,Big_Province,1.0,40.8,3.0,3.7,33.1,1,2,1,1984,0.72
VN_0659,Big_Province,1.0,152.0,7.8,6.3,32.7,4,5,4,2004,2.87
VN_0660,Big_Province,1.0,69.9,3.3,4.2,8.7,3,4,3,2018,2.81
VN_0661,Big_Province,1.0,84.4,4.9,4.2,21.9,2,1,1,2016,1.58
VN_0662,Small_Province,0.25,171.6,6.8,3.2,2.0,4,6,4,2020,6.13
VN_0663,Big_Province,1.0,46.5,4.9,2.0,32.7,2,3,1,1984,0.61
VN_0664,HCMC,8.5,44.0,6.5,5.1,18.8,1,1,1,1987,3.41
VN_0665,Hanoi,8.0,66.1,5.6,3.9,2.5,1,1,1,2023,20.57
VN_0666,HCMC,8.5,148.6,4.2,2.0,12.6,4,3,3,1983,7.46
VN_0667,HCMC,8.5,41.4,8.4,3.8,3.6,2,1,1,2020,13.47
VN_0668,HCMC,8.5,21.5,4.6,2.3,14.4,1,3,3,2001,1.65
VN_0669,HCMC,8.5,70.6,4.6,3.1,23.8,1,1,1,1993,3.38
VN_0670,Big_Province,1.0,116.5,7.1,6.3,17.0,2,3,3,1998,2.84
VN_0671,HCMC,8.5,161.2,6.3,5.0,14.0,3,3,1,1992,12.6
VN_0672,Small_Province,0.25,70.2,5.5,6.6,5.1,1,2,2,2014,3.17
VN_0673,Hanoi,8.0,72.0,9.3,5.4,9.3,1,4,4,1983,11.27
VN_0674,Big_Province,1.0,157.5,5.4,5.3,4.4,4,6,4,2012,9.51
VN_0675,Big_Province,1.0,34.7,3.8,2.9,28.5,2,1,1,2001,0.5
VN_0676,Small_Province,0.25,72.8,5.1,4.8,5.6,1,2,1,1980,2.39
VN_0677,Hanoi,8.0,97.3,7.1,4.7,21.2,2,3,2,1990,5.45
VN_0678,Big_Province,1.0,110.7,3.0,3.9,12.7,2,2,1,1995,2.71
VN_0679,Small_Province,0.25,68.5,3.0,2.7,8.7,2,4,4,1983,1.02
VN_0680,Small_Province,0.25,90.0,4.0,2.0,22.7,2,4,2,2008,0.55
VN_0681,Small_Province,0.25,25.5,3.0,2.2,16.5,1,1,1,2018,0.31
VN_0682,HCMC,8.5,63.6,4.0,2.6,14.6,4,1,1,2023,5.06
VN_0683,HCMC,8.5,110.9,6.2,5.4,21.2,2,2,1,2017,5.73
VN_0684,Big_Province,1.0,54.1,3.0,2.0,17.7,1,2,1,2003,0.78
VN_0685,Small_Province,0.25,91.1,3.0,2.2,11.3,2,2,1,1988,1.07
VN_0686,Big_Province,1.0,110.6,5.4,4.7,20.0,3,4,3,1987,1.7
VN_0687,Big_Province,1.0,74.5,6.4,4.9,23.8,1,2,1,1993,1.44
VN_0688,Big_Province,1.0,96.3,3.0,4.3,1.9,2,1,1,1994,9.75
VN_0689,Small_Province,0.25,54.7,6.1,5.8,16.8,3,1,1,2001,0.9
VN_0690,HCMC,8.5,79.8,6.4,4.8,3.0,2,3,3,2016,23.2
VN_0691,Big_Province,1.0,120.0,7.1,5.7,7.3,3,1,1,1994,5.64
VN_0692,Big_Province,1.0,95.7,7.3,5.9,20.1,4,2,1,1985,2.6
VN_0693,Big_Province,1.0,66.0,8.7,7.2,30.5,2,1,1,1980,1.58
VN_0694,HCMC,8.5,98.9,4.5,2.0,31.0,2,1,1,1999,3.12
VN_0695,Hanoi,8.0,126.4,5.7,3.8,3.4,3,3,1,2020,26.01
VN_0696,Big_Province,1.0,31.7,3.6,2.0,15.2,1,1,1,2015,0.71
VN_0697,Big_Province,1.0,157.9,5.9,6.3,20.8,4,3,2,1981,3.4
VN_0698,Big_Province,1.0,74.8,7.6,5.6,6.0,3,4,3,1985,4.79
VN_0699,HCMC,8.5,109.4,3.0,2.0,27.0,3,1,1,1981,3.2
VN_0700,Big_Province,1.0,160.9,4.3,4.6,26.3,4,2,1,1982,2.45
VN_0701,Big_Province,1.0,44.5,7.0,5.9,31.7,1,1,1,1986,1.0
VN_0702,Hanoi,8.0,62.0,6.6,3.2,1.3,1,1,1,1999,15.58
VN_0703,Big_Province,1.0,76.6,4.2,3.1,8.4,2,5,2,2020,2.85
VN_0704,HCMC,8.5,59.8,6.2,4.2,29.1,1,4,2,2020,3.69
VN_0705,Hanoi,8.0,210.6,7.1,2.7,23.8,4,4,3,1984,7.59
VN_0706,Small_Province,0.25,57.6,7.4,4.5,31.4,3,3,3,2004,0.63
VN_0707,Big_Province,1.0,67.0,4.9,3.4,2.9,2,2,2,2017,6.19
VN_0708,Small_Province,0.25,98.0,7.0,5.1,21.3,3,4,2,1997,1.07
VN_0709,HCMC,8.5,48.5,9.3,4.8,20.3,2,1,1,1980,4.11
VN_0710,Big_Province,1.0,72.6,5.9,6.2,2.2,3,2,2,2004,6.83
VN_0711,Small_Province,0.25,103.7,5.3,3.8,18.5,2,4,2,1996,0.92
VN_0712,Big_Province,1.0,74.9,6.2,4.7,21.7,1,3,3,2025,1.79
VN_0713,Big_Province,1.0,84.4,4.3,3.9,7.5,3,2,2,1994,4.23
VN_0714,Big_Province,1.0,67.9,9.1,5.6,10.3,3,1,1,1984,3.13
VN_0715,Big_Province,1.0,41.5,4.8,4.3,22.8,2,1,1,1996,0.96
VN_0716,Small_Province,0.25,103.9,4.7,3.0,16.9,2,1,1,2000,1.2
VN_0717,Small_Province,0.25,212.7,5.0,2.4,30.2,3,6,3,2002,0.97
VN_0718,Small_Province,0.25,89.3,7.0,6.1,12.6,3,2,2,2022,2.16
VN_0719,HCMC,8.5,99.0,6.7,7.3,10.1,3,3,1,1989,15.07
VN_0720,Small_Province,0.25,125.0,4.6,4.5,34.5,3,3,2,1996,0.94
VN_0721,Small_Province,0.25,46.9,5.6,5.6,32.0,3,1,1,1980,0.47
VN_0722,HCMC,8.5,207.2,3.7,2.0,2.0,3,5,4,2016,23.49
VN_0723,Hanoi,8.0,97.9,5.5,2.0,27.2,4,3,3,1986,3.36
VN_0724,Small_Province,0.25,200.0,7.2,7.6,4.8,4,3,1,1991,7.55
VN_0725,Big_Province,1.0,61.3,7.8,8.9,1.9,1,1,1,2019,10.14
VN_0726,Small_Province,0.25,219.5,5.2,6.2,10.3,4,4,4,1980,3.21
VN_0727,HCMC,8.5,130.3,3.2,2.0,10.2,4,3,2,1999,8.15
VN_0728,Small_Province,0.25,116.6,3.8,2.0,28.9,2,1,1,2023,0.58
VN_0729,HCMC,8.5,99.4,3.0,2.0,25.2,1,2,2,2010,3.0
VN_0730,HCMC,8.5,78.1,7.3,3.0,34.4,2,4,2,1983,3.22
VN_0731,HCMC,8.5,161.2,8.7,6.4,25.2,3,3,3,2005,10.3
VN_0732,Small_Province,0.25,94.9,5.7,6.7,15.2,3,1,1,1991,1.61
VN_0733,Big_Province,1.0,33.1,6.6,4.7,24.8,2,1,1,2001,0.9
VN_0734,Big_Province,1.0,50.6,4.8,4.1,35.0,1,1,1,1980,0.87
VN_0735,Big_Province,1.0,80.6,4.8,5.6,25.1,2,4,4,1980,1.54
VN_0736,Small_Province,0.25,103.3,4.6,2.9,26.9,3,4,3,1982,0.6
VN_0737,Big_Province,1.0,86.0,4.5,6.4,32.9,2,2,1,1991,1.62
VN_0738,Small_Province,0.25,162.7,3.1,5.3,4.9,2,3,2,2000,4.86
VN_0739,Big_Province,1.0,33.3,4.9,3.5,25.0,1,1,1,1992,0.68
VN_0740,Big_Province,1.0,95.0,5.0,2.9,29.9,3,1,1,1992,1.15
VN_0741,Big_Province,1.0,35.6,5.8,5.4,33.4,2,1,1,2020,0.78
VN_0742,Big_Province,1.0,129.3,5.7,3.7,8.2,2,4,4,1997,4.46
VN_0743,Small_Province,0.25,84.4,4.7,2.0,18.1,2,4,2,2012,0.58
VN_0744,Big_Province,1.0,109.1,3.7,4.7,24.1,4,2,2,1985,2.39
VN_0745,HCMC,8.5,57.4,4.8,5.4,9.4,1,2,1,2004,7.88
VN_0746,Small_Province,0.25,167.7,7.3,5.7,21.4,2,2,2,2002,1.69
VN_0747,Big_Province,1.0,148.9,3.7,2.0,9.8,3,1,1,2003,3.36
VN_0748,Big_Province,1.0,118.4,5.6,2.3,12.3,3,3,2,2016,3.08
VN_0749,Small_Province,0.25,82.9,5.4,4.2,16.0,2,2,2,2005,1.12
VN_0750,Big_Province,1.0,118.2,4.1,2.3,19.0,3,5,3,1983,1.65
VN_0751,Hanoi,8.0,62.1,3.7,2.2,16.3,3,4,1,2017,3.48
VN_0752,Small_Province,0.25,135.7,6.0,6.0,17.8,1,3,2,2014,1.72
VN_0753,Big_Province,1.0,201.8,4.3,4.3,11.2,3,6,5,1990,5.38
VN_0754,Big_Province,1.0,151.1,6.4,6.9,6.4,5,4,2,2015,9.24
VN_0755,HCMC,8.5,61.4,3.1,2.0,2.6,2,1,1,2004,9.85
VN_0756,Small_Province,0.25,106.0,7.2,4.9,7.7,3,2,1,1999,2.81
VN_0757,Big_Province,1.0,46.3,8.8,7.7,20.8,3,1,1,1980,1.58
VN_0758,Big_Province,1.0,117.7,3.8,3.5,27.7,3,2,2,2009,1.67
VN_0759,Small_Province,0.25,110.8,6.3,7.0,6.8,3,5,3,1983,3.09
VN_0760,Small_Province,0.25,34.7,3.1,3.0,4.7,2,1,1,2002,1.02
VN_0761,HCMC,8.5,49.5,6.5,7.6,26.5,2,3,1,2014,3.66
VN_0762,Big_Province,1.0,76.8,3.0,3.1,11.4,2,1,1,2021,2.27
VN_0763,HCMC,8.5,76.1,5.8,5.9,33.4,2,1,1,2001,3.74
VN_0764,Small_Province,0.25,48.3,3.0,2.0,25.3,1,1,1,2010,0.39
VN_0765,Hanoi,8.0,107.4,4.9,3.7,12.1,3,1,1,1980,10.14
VN_0766,Big_Province,1.0,100.3,3.3,3.9,10.8,1,1,1,1983,3.26
VN_0767,Small_Province,0.25,80.3,6.4,7.2,18.8,2,3,2,1998,1.16
VN_0768,Small_Province,0.25,60.6,3.2,3.5,3.7,2,1,1,2009,2.07
VN_0769,Big_Province,1.0,149.4,6.8,4.9,5.0,2,4,1,1980,8.94
VN_0770,Small_Province,0.25,202.4,5.8,6.4,7.0,3,7,4,1998,5.2
VN_0771,Hanoi,8.0,69.4,4.6,2.0,27.3,2,1,1,2000,2.5
VN_0772,Small_Province,0.25,65.1,5.0,2.0,18.5,2,1,1,2001,0.47
VN_0773,HCMC,8.5,113.1,4.0,4.0,1.4,3,4,2,1981,25.91
VN_0774,Big_Province,1.0,73.9,5.2,4.0,23.9,2,1,1,1985,1.42
VN_0775,Small_Province,0.25,82.5,7.7,6.7,15.4,3,2,2,2000,1.16
VN_0776,HCMC,8.5,128.0,4.1,3.2,18.4,4,4,3,2012,5.67
VN_0777,HCMC,8.5,34.0,6.5,5.7,8.3,2,1,1,1998,7.72
VN_0778,Small_Province,0.25,171.0,8.7,5.3,19.8,4,3,1,2006,1.83
VN_0779,Small_Province,0.25,91.7,3.6,3.6,34.3,3,1,1,2016,0.63
VN_0780,Big_Province,1.0,72.0,3.0,3.7,3.5,3,1,1,2008,5.81
VN_0781,Big_Province,1.0,84.6,5.5,6.0,10.7,3,3,2,2007,3.83
VN_0782,Big_Province,1.0,86.8,4.0,6.0,9.3,3,1,1,2013,4.16
VN_0783,HCMC,8.5,37.2,7.8,6.2,9.5,2,2,1,1980,7.02
VN_0784,Big_Province,1.0,186.8,6.3,5.1,13.9,4,6,4,2004,4.72
VN_0785,HCMC,8.5,90.3,3.6,2.0,28.8,3,1,1,2000,2.65
VN_0786,Small_Province,0.25,110.4,3.2,2.0,32.0,2,3,1,2013,0.52
VN_0787,Big_Province,1.0,142.3,7.6,5.4,7.9,3,6,5,2005,6.24
VN_0788,Big_Province,1.0,53.1,3.6,4.3,19.5,2,1,1,2015,1.25
VN_0789,Big_Province,1.0,112.1,5.4,3.1,22.7,3,4,2,2014,1.65
VN_0790,Small_Province,0.25,77.4,6.6,6.2,18.7,3,2,1,2002,1.16
VN_0791,HCMC,8.5,135.1,4.7,3.5,15.8,3,4,1,1996,9.0
VN_0792,Big_Province,1.0,30.5,4.3,2.9,7.5,1,1,1,2021,1.76
VN_0793,Big_Province,1.0,84.2,5.0,4.1,17.6,2,4,3,1991,1.86
VN_0794,Big_Province,1.0,65.4,6.0,3.9,14.6,1,1,1,2023,2.05
VN_0795,Hanoi,8.0,109.8,6.4,4.1,28.0,1,3,2,1999,4.44
VN_0796,Small_Province,0.25,111.9,4.9,2.0,27.0,2,2,1,2018,0.67
VN_0797,Small_Province,0.25,62.1,4.8,3.3,5.6,2,2,1,2006,1.89
VN_0798,Big_Province,1.0,61.9,4.1,2.3,4.0,3,1,1,2021,3.71
VN_0799,Big_Province,1.0,83.7,3.0,2.0,31.9,2,1,1,2016,0.93
VN_0800,Small_Province,0.25,56.5,5.1,4.5,19.2,2,2,2,1999,0.73
VN_0801,Small_Province,0.25,134.7,9.0,7.7,30.2,4,3,1,1990,1.52
VN_0802,HCMC,8.5,73.5,3.3,2.8,3.0,1,1,1,2007,15.29
VN_0803,Big_Province,1.0,20.7,3.0,3.7,18.9,2,1,1,1981,0.54
VN_0804,Big_Province,1.0,73.3,3.3,3.3,19.3,2,1,1,2003,1.57
VN_0805,Big_Province,1.0,52.6,5.9,4.0,30.3,2,3,2,1995,0.82
VN_0806,Small_Province,0.25,39.1,5.3,3.3,4.3,1,1,1,1991,1.57
VN_0807,Small_Province,0.25,47.6,4.3,3.7,9.2,1,2,2,1995,1.07
VN_0808,Small_Province,0.25,93.4,3.4,3.4,14.8,2,3,2,2015,0.97
VN_0809,Big_Province,1.0,171.9,6.2,6.7,30.4,5,5,4,1981,3.2
VN_0810,Hanoi,8.0,103.4,3.0,4.0,32.9,3,1,1,2004,3.38
VN_0811,Small_Province,0.25,65.3,5.0,3.0,34.8,2,3,2,2008,0.54
VN_0812,Small_Province,0.25,111.1,6.9,5.0,33.6,2,3,2,2007,1.15
VN_0813,HCMC,8.5,70.3,3.0,3.3,1.2,1,1,1,1989,16.85
VN_0814,Small_Province,0.25,62.5,3.0,3.9,2.6,3,1,1,2024,2.46
VN_0815,Small_Province,0.25,49.7,7.4,7.0,6.0,1,2,1,2002,2.16
VN_0816,Big_Province,1.0,36.8,3.3,2.4,12.9,1,1,1,2011,1.16
VN_0817,Big_Province,1.0,72.8,6.9,3.3,29.2,3,2,1,2010,1.19
VN_0818,Big_Province,1.0,95.7,4.8,2.1,31.4,1,4,3,1998,0.72
VN_0819,Hanoi,8.0,84.3,4.7,3.9,7.4,3,1,1,1994,11.99
VN_0820,Big_Province,1.0,71.8,5.6,4.7,22.1,2,3,2,2012,1.74
VN_0821,Small_Province,0.25,55.1,3.1,2.0,32.2,1,1,1,1996,0.33
VN_0822,Hanoi,8.0,119.9,5.6,4.3,16.8,3,4,2,2015,8.31
VN_0823,Big_Province,1.0,45.8,3.9,3.8,4.5,1,3,2,1999,3.84
VN_0824,Big_Province,1.0,130.4,3.2,2.0,16.6,3,3,3,1988,1.73
VN_0825,Big_Province,1.0,53.6,5.2,5.6,13.8,1,2,1,2017,2.46
VN_0826,Small_Province,0.25,60.7,4.2,2.6,20.6,1,3,2,1982,0.48
VN_0827,Big_Province,1.0,42.5,4.2,5.0,15.9,1,2,2,1981,1.48
VN_0828,Big_Province,1.0,68.8,3.0,2.0,1.6,1,3,2,1997,4.25
VN_0829,Small_Province,0.25,144.0,8.6,4.9,34.8,3,3,2,2002,1.41
VN_0830,Big_Province,1.0,114.4,6.9,4.5,19.5,2,2,1,1998,2.58
VN_0831,HCMC,8.5,144.2,7.4,5.4,17.1,3,2,2,1986,10.18
VN_0832,Big_Province,1.0,114.8,4.8,3.0,33.5,3,2,1,2014,1.28
VN_0833,HCMC,8.5,50.9,3.0,2.0,6.3,2,1,1,1999,6.35
VN_0834,HCMC,8.5,75.0,8.4,6.8,7.4,2,1,1,1999,14.71
VN_0835,Big_Province,1.0,59.9,4.6,3.2,28.5,2,2,1,1998,0.99
VN_0836,Big_Province,1.0,172.0,4.7,3.4,9.9,3,4,4,2020,5.37
VN_0837,Small_Province,0.25,48.6,5.3,2.0,28.2,2,1,1,1995,0.37
VN_0838,Big_Province,1.0,138.3,7.7,6.4,10.2,1,4,3,2017,6.44
VN_0839,Big_Province,1.0,138.2,5.6,4.1,2.1,3,4,2,2000,10.62
VN_0840,Big_Province,1.0,220.8,8.9,9.1,18.6,4,4,4,2008,7.04
VN_0841,Hanoi,8.0,72.1,6.8,3.7,7.7,1,3,2,2023,11.96
VN_0842,Big_Province,1.0,126.3,3.5,2.0,26.8,3,2,2,2017,1.18
VN_0843,HCMC,8.5,276.8,6.0,5.5,22.8,5,7,5,2024,15.39
VN_0844,Small_Province,0.25,64.9,6.5,5.4,32.4,2,2,1,2003,0.75
VN_0845,HCMC,8.5,41.1,3.0,2.0,27.6,1,1,1,2016,1.52
VN_0846,Big_Province,1.0,34.5,4.1,2.0,7.1,2,1,1,2008,1.28
VN_0847,Hanoi,8.0,126.3,3.0,4.6,28.2,2,4,2,2010,5.77
VN_0848,Small_Province,0.25,34.5,3.5,4.8,22.8,1,1,1,2024,0.46
VN_0849,Big_Province,1.0,73.4,4.3,2.0,23.7,3,2,2,2018,0.95
VN_0850,Big_Province,1.0,110.1,4.6,2.8,29.3,3,2,1,1991,1.39
VN_0851,Hanoi,8.0,97.0,4.1,5.6,20.5,1,3,2,2009,6.66
VN_0852,Small_Province,0.25,109.4,3.3,2.0,16.8,1,4,2,1983,0.59
VN_0853,HCMC,8.5,98.8,9.3,6.2,22.6,3,3,1,2009,7.5
VN_0854,Small_Province,0.25,167.6,9.3,6.6,11.1,4,5,3,1984,3.37
VN_0855,HCMC,8.5,54.9,3.0,2.0,7.2,1,1,1,1995,6.72
VN_0856,HCMC,8.5,63.0,7.6,3.1,22.0,2,1,1,2006,4.03
VN_0857,Hanoi,8.0,60.1,4.0,4.6,9.0,3,2,1,1983,8.6
VN_0858,Big_Province,1.0,133.9,5.8,2.0,3.7,4,4,3,1987,5.72
VN_0859,Big_Province,1.0,138.7,5.5,4.5,1.0,3,4,2,1987,13.2
VN_0860,Hanoi,8.0,110.8,4.1,4.4,21.7,3,1,1,1996,5.42
VN_0861,Small_Province,0.25,159.8,7.7,3.6,13.3,2,2,1,2025,2.05
VN_0862,Big_Province,1.0,49.1,4.8,2.2,26.6,3,1,1,2023,0.81
VN_0863,Big_Province,1.0,203.6,5.5,6.0,13.8,3,2,2,1982,5.42
VN_0864,Big_Province,1.0,189.4,3.9,3.7,17.5,3,5,3,2006,3.2
VN_0865,Big_Province,1.0,127.8,3.9,2.0,14.8,3,3,2,2013,2.36
VN_0866,Big_Province,1.0,215.6,3.6,4.5,23.1,5,4,2,2024,3.09
VN_0867,HCMC,8.5,38.6,4.5,5.2,13.1,3,1,1,2000,4.32
VN_0868,HCMC,8.5,68.0,3.0,2.7,33.8,2,2,1,2022,2.35
VN_0869,Small_Province,0.25,61.2,4.2,2.0,32.8,3,1,1,2003,0.33
VN_0870,Small_Province,0.25,126.9,8.0,5.3,29.8,3,2,1,2023,1.41
VN_0871,Big_Province,1.0,52.3,6.8,5.5,32.3,1,1,1,2020,1.29
VN_0872,Big_Province,1.0,129.2,5.5,3.8,16.3,4,2,2,2008,3.15
VN_0873,Big_Province,1.0,175.5,5.9,5.8,19.2,3,4,3,2018,4.11
VN_0874,Big_Province,1.0,125.2,8.9,4.3,26.2,4,5,3,1985,2.11
VN_0875,Hanoi,8.0,101.9,6.1,2.4,24.7,3,3,2,1993,4.38
VN_0876,HCMC,8.5,54.0,4.0,3.3,31.3,2,1,1,1993,2.31
VN_0877,Small_Province,0.25,57.9,3.0,2.0,25.4,3,1,1,2016,0.47
VN_0878,Big_Province,1.0,165.2,6.7,4.0,34.9,5,3,2,2003,2.31
VN_0879,Hanoi,8.0,130.6,7.0,2.6,12.8,3,4,3,1992,9.75
VN_0880,HCMC,8.5,86.7,3.9,2.9,29.3,2,1,1,1980,2.89
VN_0881,HCMC,8.5,71.8,5.4,3.9,24.7,1,2,1,1991,3.57
VN_0882,Big_Province,1.0,32.1,3.7,3.8,24.5,3,1,1,2021,0.63
VN_0883,Hanoi,8.0,51.8,4.3,3.3,12.1,1,3,2,2003,5.21
VN_0884,Hanoi,8.0,230.0,3.0,2.1,27.7,5,6,3,2016,5.63
VN_0885,Small_Province,0.25,46.6,4.1,4.9,31.6,1,1,1,1999,0.56
VN_0886,HCMC,8.5,97.2,6.9,3.2,8.4,4,4,2,1985,10.56
VN_0887,Big_Province,1.0,146.4,4.6,4.2,22.3,3,1,1,1991,2.68
VN_0888,HCMC,8.5,47.2,4.7,2.0,14.3,1,2,1,2000,3.09
VN_0889,Hanoi,8.0,97.0,3.8,2.0,34.6,2,3,3,1982,2.58
VN_0890,HCMC,8.5,141.4,6.3,2.9,17.3,3,5,3,2006,6.97
VN_0891,Small_Province,0.25,89.0,4.7,4.7,8.8,3,2,1,2025,1.94
VN_0892,Small_Province,0.25,371.1,6.7,4.9,14.0,5,7,5,2015,4.12
VN_0893,Small_Province,0.25,38.4,6.9,5.1,23.2,2,1,1,1996,0.54
VN_0894,Big_Province,1.0,150.2,7.4,3.9,3.6,3,5,3,2025,8.61
VN_0895,Big_Province,1.0,81.1,3.9,2.4,21.5,2,4,3,1994,0.86
VN_0896,HCMC,8.5,130.1,6.4,3.7,32.7,2,2,1,2018,5.22
VN_0897,Big_Province,1.0,110.3,6.3,5.3,29.9,4,2,2,1983,2.16
VN_0898,Small_Province,0.25,61.3,5.9,2.9,3.3,2,3,1,1996,2.25
VN_0899,Hanoi,8.0,99.2,3.0,4.2,34.8,1,3,1,2017,3.44
VN_0900,Hanoi,8.0,34.9,6.2,2.2,24.8,1,1,1,1990,1.38
VN_0901,HCMC,8.5,119.6,4.4,2.1,6.5,3,2,1,1991,13.05
VN_0902,Hanoi,8.0,102.7,4.6,5.9,1.4,4,1,1,2011,27.45
VN_0903,HCMC,8.5,121.7,10.2,7.0,6.8,4,4,2,2006,27.88
VN_0904,Big_Province,1.0,150.1,6.3,2.8,29.5,2,3,1,2023,1.92
VN_0905,Big_Province,1.0,106.3,4.6,3.7,1.7,4,2,1,2022,10.72
VN_0906,Small_Province,0.25,95.2,3.0,2.0,8.9,2,3,2,2006,1.19
VN_0907,Small_Province,0.25,56.9,7.2,4.1,26.7,3,1,1,2019,0.68
VN_0908,Big_Province,1.0,61.9,3.0,2.0,20.9,1,2,2,2023,1.03
VN_0909,HCMC,8.5,160.1,4.1,7.2,27.6,1,3,3,2008,7.09
VN_0910,Big_Province,1.0,181.4,5.5,3.8,26.4,2,4,1,1988,2.33
VN_0911,Big_Province,1.0,78.5,7.5,2.7,2.7,1,1,1,2022,5.98
VN_0912,HCMC,8.5,90.5,6.5,7.1,31.3,4,3,1,1982,4.98
VN_0913,Big_Province,1.0,56.3,4.4,4.2,8.7,2,1,1,2018,2.92
VN_0914,Big_Province,1.0,159.0,6.4,3.7,19.8,3,4,4,2008,2.4
VN_0915,Big_Province,1.0,123.4,4.4,2.0,22.9,3,1,1,2000,1.48
VN_0916,Big_Province,1.0,233.4,7.0,6.3,6.7,4,6,3,2014,14.76
VN_0917,Big_Province,1.0,57.0,4.8,3.2,34.2,2,2,1,1989,0.84
VN_0918,Small_Province,0.25,73.2,6.6,2.1,17.6,3,3,2,2002,0.65
VN_0919,Small_Province,0.25,99.3,6.9,7.9,3.0,2,3,3,2018,6.48
VN_0920,HCMC,8.5,122.2,6.3,4.1,32.9,2,3,1,2004,5.87
VN_0921,Small_Province,0.25,79.4,4.3,5.5,20.9,3,1,1,2003,0.87
VN_0922,Big_Province,1.0,57.2,6.0,6.4,24.8,2,3,3,1999,1.55
VN_0923,Small_Province,0.25,137.4,5.5,2.6,18.9,3,1,1,1994,0.73
VN_0924,Small_Province,0.25,126.8,3.5,4.2,29.4,5,4,2,2000,0.81
VN_0925,Big_Province,1.0,55.9,3.9,2.0,2.1,1,1,1,2021,4.28
VN_0926,Hanoi,8.0,174.2,6.2,2.0,10.1,3,2,2,1991,10.36
VN_0927,HCMC,8.5,158.8,7.5,5.0,17.0,4,3,3,1997,10.71
VN_0928,Big_Province,1.0,94.6,4.8,4.2,3.6,2,1,1,2002,6.22
VN_0929,Big_Province,1.0,92.0,3.0,2.0,25.0,3,3,3,2020,0.96
VN_0930,HCMC,8.5,116.7,5.5,3.6,14.4,2,2,1,2008,6.18
